CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_010825-7,,,,,,,,-550,,,,,,,WR,50.72,1.26,,17.28,,11.75,,,9.65,5.55,0.17,,0.67,2.71,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_010825-9,,,,,,,,-550,,,,,,,WR,53.24,1.25,,16.84,,10.7,,,9.01,4.79,0.16,,0.86,2.86,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_010826-1,,,,,,,,-550,,,,,,,WR,51.25,1.05,,17.33,,10.82,,,10.12,5.86,0.16,,0.58,2.64,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_010826-2,,,,,,,,-550,,,,,,,WR,53.18,1.28,,17,,10.83,,,9.07,4.71,0.16,,0.83,2.65,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_020730-22,,,,,,,,-550,,,,,,,WR,50.29,1.54,,16.42,,12.85,,,9.51,5.44,0.18,,0.82,2.65,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_020731-21,,,,,,,,-550,,,,,,,WR,52.58,1.26,,16.96,,10.88,,,9.27,4.96,0.16,,0.8,2.86,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_020731-22,,,,,,,,-550,,,,,,,WR,52.74,1.28,,16.94,,10.8,,,9.07,4.76,0.16,,0.85,3.09,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_020803-23,,,,,,,,-550,,,,,,,WR,49.8,1.47,,16.89,,12.6,,,9.75,5.8,0.18,,0.71,2.55,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_020803-24,,,,,,,,-550,,,,,,,WR,50.66,1.31,,18.04,,11.25,,,9.98,4.87,0.15,,0.69,2.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_020803-25,,,,,,,,-550,,,,,,,WR,50.18,1.37,,17.62,,11.85,,,10.09,4.97,0.16,,0.73,2.75,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_030804-54,,,,,,,,-550,,,,,,,WR,50.58,1.37,,16.95,,11.79,,,10.01,5.66,0.17,,0.73,2.47,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_Y991025-8,,,,,,,,-550,,,,,,,WR,50.97,1.06,,17.9,,10.46,,,10.67,5.32,0.15,,0.57,2.69,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Msd_05112701-5,,,,,,,,-550,,,,,,,WR,50.86,1.31,,17.52,,11.21,,,9.93,5.37,0.15,,0.67,2.72,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hdn_TRB14,,,,,,,,-600,,,,,,,WR,51.14,1.24,,17.95,,11.39,,,9.55,5.25,0.17,,0.59,2.5,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hdn_031031-42,,,,,,,,-600,,,,,,,WR,50.08,1.22,,18.01,,11.72,,,9.66,5.77,0.18,,0.6,2.54,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hdn_010825-10,,,,,,,,-600,,,,,,,WR,51.12,0.97,,18.03,,10.35,,,10.2,5.81,0.16,,0.55,2.65,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hdn_010826-3,,,,,,,,-600,,,,,,,WR,51.1,0.98,,17.91,,10.43,,,10.21,5.79,0.16,,0.56,2.71,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hdn_020729-2-3,,,,,,,,-600,,,,,,,WR,50.48,1.27,,17.27,,11.83,,,9.94,5.69,0.17,,0.57,2.53,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_KT02,,,,,,,,-650,,,,,,,WR,51.47,1.4,,17.62,,11.57,,,9.01,4.94,0.18,,0.76,2.76,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_SB05,,,,,,,,-650,,,,,,,WR,50.91,1.36,,18.01,,11.77,,,9.24,5,0.18,,0.64,2.63,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_TRB15,,,,,,,,-650,,,,,,,WR,51.52,1.42,,17.02,,11.76,,,9.17,5.4,0.18,,0.69,2.55,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_031031-41,,,,,,,,-650,,,,,,,WR,51.05,1.21,,18.02,,10.81,,,9.81,5.33,0.17,,0.68,2.72,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_010824-1-7,,,,,,,,-650,,,,,,,WR,51.52,1.31,,17.36,,11.2,,,9.67,4.98,0.16,,0.71,2.81,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_010825-8,,,,,,,,-650,,,,,,,WR,50.57,1.3,,17.12,,11.83,,,9.74,5.69,0.17,,0.68,2.64,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_010825-11,,,,,,,,-650,,,,,,,WR,50.72,1.25,,17.43,,11.14,,,10.03,5.66,0.15,,0.65,2.73,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_010827-4,,,,,,,,-650,,,,,,,WR,50.38,1.21,,17.37,,11.62,,,9.92,5.72,0.17,,0.63,2.72,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_020729-2-2,,,,,,,,-650,,,,,,,WR,50.65,1.23,,17.69,,11.59,,,9.91,5.32,0.16,,0.64,2.56,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_020730-23,,,,,,,,-650,,,,,,,WR,49.99,1.26,,17.3,,11.99,,,9.87,5.8,0.17,,0.64,2.74,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_030805-51,,,,,,,,-650,,,,,,,WR,50.64,1.37,,17.36,,11.5,,,10.01,5.28,0.16,,0.75,2.66,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Gnm_Y991025-2,,,,,,,,-650,,,,,,,WR,50.55,1.28,,17.05,,11.8,,,10.01,5.55,0.17,,0.71,2.62,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hsr_030805-52,,,,,,,,-680,,,,,,,WR,50.27,1.51,,16.94,,12.54,,,9.81,5.27,0.18,,0.79,2.39,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_DN04,,,,,,,,-700,,,,,,,WR,51.31,1.38,,17.71,,12.07,,,9.26,4.51,0.18,,0.66,2.63,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_DN05,,,,,,,,-700,,,,,,,WR,51.93,1.3,,17.04,,11.43,,,9.07,5.2,0.17,,0.72,2.86,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_KT03,,,,,,,,-700,,,,,,,WR,51.69,1.36,,17.61,,11.45,,,9.11,5.16,0.17,,0.62,2.55,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_SB06,,,,,,,,-700,,,,,,,WR,52.4,1.31,,17.42,,10.74,,,9.31,4.91,0.16,,0.66,2.84,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_TRB16,,,,,,,,-700,,,,,,,WR,51.03,1.41,,17.91,,11.65,,,9.21,4.92,0.18,,0.72,2.7,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_010824-Y8,,,,,,,,-700,,,,,,,WR,51.31,1.3,,18.06,,10.93,,,9.91,4.59,0.15,,0.69,2.8,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_010826-5,,,,,,,,-700,,,,,,,WR,51.37,1.28,,16.69,,11.39,,,9.81,5.61,0.16,,0.71,2.71,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_030805-53,,,,,,,,-700,,,,,,,WR,50.14,1.47,,16.74,,12.42,,,9.91,5.77,0.17,,0.73,2.36,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_05112701-4,,,,,,,,-700,,,,,,,WR,51.31,1.3,,18.06,,10.93,,,9.91,4.59,0.15,,0.69,2.8,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_03101102,,,,,,,,-700,,,,,,,WR,50.53,1.24,,17.72,,11.37,,,9.98,5.37,0.16,,0.64,2.75,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_06032710,,,,,,,,-700,,,,,,,WR,50.75,1.23,,17.71,,11.54,,,9.98,5.34,0.17,,0.64,2.4,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_06032801,,,,,,,,-700,,,,,,,WR,50.85,1.25,,17.61,,11.62,,,9.9,5.38,0.17,,0.63,2.35,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_11110403,,,,,,,,-700,,,,,,,WR,50.79,1.25,,17.59,,11.61,,,10.05,5.33,0.17,,0.65,2.31,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_03101105,,,,,,,,-700,,,,,,,WR,50.48,1.23,,17.9,,11.6,,,9.99,5.3,0.17,,0.65,2.46,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_05112406,,,,,,,,-700,,,,,,,WR,50.85,1.23,,17.47,,11.61,,,9.99,5.37,0.17,,0.65,2.43,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_08110607,,,,,,,,-700,,,,,,,WR,50.46,1.24,,17.85,,11.5,,,10.1,5.41,0.17,,0.63,2.41,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_09082801,,,,,,,,-700,,,,,,,WR,50.79,1.24,,17.87,,11.48,,,9.97,5.26,0.17,,0.64,2.36,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S17_09082802,,,,,,,,-700,,,,,,,WR,50.74,1.26,,17.87,,11.51,,,10.06,5.15,0.17,,0.63,2.39,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
