"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[20162]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / BUNBURY BASALT","QUINDALUP 6","-33.641","-33.641","115.586","115.586","SAE","","","s_BN 14 [20162]","BASALT [20162]","","","","","","","","","VOL","42","51","","","WR [20162] ","56.25","1.81","","13","","","","10.29","7.79","5","0.18","","0.59","2.84","0.2","","","","","","","","","","","","","","","","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","247","168","","","35","35","","","20.1","","","","","17","219.3","34.6","129","7.9","","","","","","","","","","","","","380.8","11.1","26.1","3.57","16.5","5.12","1.74","6.51","1.05","6.38","1.33","3.55","0.53","2.83","0.43","3.5","0.6","","","","","","","","","32","","2.03","0.53","","","","","","","","","","","","","","","","","","","","","","","","","1025030",
"[20162]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / BUNBURY BASALT","QUINDALUP 6","-33.641","-33.641","115.586","115.586","SAE","","","s_BN 15 [20162]","BASALT [20162]","","","","","","","","","VOL","63","72","","","WR [20162] ","54.03","1.66","","15","","","","9.89","9.19","5.51","0.17","","0.35","3.03","0.16","","","","","","","","","","","","","","","","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","235","289","","","39","61","","","20.3","","","","","8","234.4","32.2","102","5.9","","","","","","","","","","","","","85.8","8.1","20.3","2.85","13.7","4.34","1.5","5.85","0.99","6.09","1.24","3.23","0.49","2.64","0.42","2.8","0.4","","","","","","","","","28","","1.03","0.68","","","","","","","","","","","","","","","","","","","","","","","","","1025031",
"[20162]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / BUNBURY BASALT","WONNERUP 1","-33.631","-33.631","115.473","115.473","SAE","","","s_BN 16 [20162]","NOT GIVEN [20162]","","","","","","","","","PLU","3249.1","3261.4","","","WR [20162] ","53.49","1.61","","13.47","","","","13.68","9.38","5.7","0.25","","0.68","2.74","0.16","","","","","","","","","","","","","","","","0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","382","57","","","51","32","","","19.2","","","","","19.7","137.1","42","113","5.5","","","","","","","","","","","","","341","10.9","24","3.14","14.2","4.43","1.35","5.97","1.07","7.05","1.6","4.64","0.71","4.42","0.66","3.3","0.4","","","","","","","","","18","","2.86","0.43","","","","","","","","","","","","","","","","","","","","","","","","","1025032",
"[20162]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / BUNBURY BASALT","WHICHER RANGE","-33.841","-33.841","115.384","115.384","SAE","","","s_BN 17 [20162]","NOT GIVEN [20162]","","","","","","","","","PLU","2785","2805","","","WR [20162] ","51.19","1.52","","12.58","","","","13.24","9.03","5.4","0.24","","0.76","2.63","0.14","","","","","","","","","","","","","","","","0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","366","48","","","51","30","","","18.6","","","","","26.7","138.6","42.1","112","5.5","","","","","","","","","","","","","412.3","11.3","24.3","3.17","15","4.57","1.42","6.16","1.11","7.39","1.64","4.56","0.75","4.36","0.7","3.3","0.4","","","","","","","","","13","","2.76","0.4","","","","","","","","","","","","","","","","","","","","","","","","","1025033",
"[20162]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / BUNBURY BASALT","WHICHER RANGE","-33.841","-33.841","115.384","115.384","SAE","","","s_BN 18 [20162]","NOT GIVEN [20162]","","","","","","","","","PLU","3020","3040","","","WR [20162] ","50.33","1.28","","13.28","","","","12.1","9.32","5.76","0.23","","0.6","2.59","0.12","","","","","","","","","","","","","","","","0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","345","68","","","50","38","","","17.5","","","","","19.3","125.1","35.1","86","4.3","","","","","","","","","","","","","312.9","8.2","17.9","2.36","11.3","3.7","1.07","4.92","0.87","5.83","1.32","3.85","0.62","3.68","0.58","2.5","0.3","","","","","","","","","11","","1.96","0.33","","","","","","","","","","","","","","","","","","","","","","","","","1025034",
"[20162]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / BUNBURY BASALT","WHICHER RANGE","-33.841","-33.841","115.384","115.384","SAE","","","s_BN 19 [20162]","NOT GIVEN [20162]","","","","","","","","","PLU","3280","3300","","","WR [20162] ","51.97","1.59","","13.13","","","","13.46","8.72","5.8","0.24","","0.7","2.73","0.15","","","","","","","","","","","","","","","","0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","","380","49","","","47","30","","","18.6","","","","","24.1","124.7","41.3","110","5.4","","","","","","","","","","","","","447.4","11.1","24.3","3.19","14.5","4.63","1.39","6.21","1.15","7.32","1.6","4.65","0.74","4.41","0.71","3.2","0.4","","","","","","","","","16","","2.73","0.39","","","","","","","","","","","","","","","","","","","","","","","","","1025035",
"[20162]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / BUNBURY BASALT","DONNELLY RIVER","-34.48","-34.48","115.694","115.694","SAE","","","s_BN 23 [20162]","BASALT [20162]","","","","","","","","","VOL","","","","","WR [20162] ","52.67","1.7","","15.95","","","","10.03","9.84","5.26","0.16","","0.25","3.04","0.17","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","246","279","","","41","69","","","22.3","","","","","2.9","250.1","31.8","101","5.4","","","","","","","","","","","","","386.5","8","19.3","3","13.8","4.5","1.5","6.3","1","6.2","1.3","3.5","0.4","3.1","0.5","2.9","0.4","","","","","","","","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","1025038",
"[20162]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / BUNBURY BASALT","VASSE HIGHWAY, SOUTH NANNUP","-34.378","-34.378","115.793","115.793","SAE","","","s_BN 24 [20162]","BASALT [20162]","","","","","","","","","VOL","","","","","WR [20162] ","53.09","1.28","","14.5","","","","10.26","9.82","5.6","0.18","","0.42","2.97","0.11","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","296","134","","","40","45","","","18.5","","","","","11.4","166.1","28.4","90","3.5","","","","","","","","","","","","","99.3","9.8","21.5","2.9","13.7","3.9","1.3","5.1","0.9","5.2","1.1","3.3","0.5","2.8","0.5","2.8","0.2","","","","","","","","","","","2","0.2","","","","","","","","","","","","","","","","","","","","","","","","","1025039",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-101 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54.42","0.63","","14.54","","0.86","7.99","","11.05","6.68","0.17","","0.6","1.99","0.09","","0.93","0.26","","0.2","","","","","","","","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.6","","223","113","1340","","49","79","78","82","16","","","","","17","125","21.1","94","4","","","","","","","","","","","","1.01","190","10.9","24.4","","9.5","2.92","0.83","3.1","0.59","","0.79","","","2.38","0.368","1.9","","","","","","","","","","5.1","","3.5","0.84","0.511481","","","0.71142","","18.904","","15.648","","38.787","","","","","","","","","","","","","","","103223",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-106 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54","0.63","","14.69","","1.03","7.83","","10.69","6.71","0.19","","0.85","2.15","0.09","","0.62","0.53","","0.16","","","","","","","","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","231","121","1450","","49","83","79","80","15.5","","","","","28.9","115.1","20.3","94","5","","","","","","","","","","","","1.03","205","10.6","23.4","","11.94","2.83","0.806","3","0.57","","0.81","","","2.4","0.358","1.8","","","","","","","","","","4.42","","3.5","0.76","0.511472","","","0.7133","","18.901","","15.639","","38.733","","","","","","","","","","","","","","","103224",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-107 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","53.73","0.63","","14.6","","1.47","7.53","","10.59","6.78","0.19","","0.83","2.09","0.09","","0.8","0.68","","0.15","","","","","","","","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.2","","221","112","1470","","48","80","75","78","16","","","","","27.3","109.2","20.7","96","4.5","","","","","","","","","","","","1.01","200","10.9","24.3","","12.4","2.93","0.819","3.1","0.59","","0.79","","","2.42","0.365","1.9","","","","","","","","","","6","","3.4","1.2","0.511461","","","0.71301","","","","","","","","","","","","","","","","","","","","","103225",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-108 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54.02","0.63","","14.66","","1.19","7.7","","10.53","6.78","0.18","","0.84","2.14","0.09","","0.93","0.58","","0.22","","","","","","","","","","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.9","","222","110","1410","","49","78","74","79","15.5","","","","","28.3","120.1","20.8","95","5","","","","","","","","","","","","1.03","225","10.9","23.2","","12.12","2.86","0.806","3.1","0.59","","0.74","","","2.38","0.368","1.8","","","","","","","","","","5","","3.3","1.1","0.511469","","","0.7131","","","","","","","","","","","","","","","","","","","","","103226",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-109 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54.43","0.66","","14.42","","1.59","7.6","","10.04","6.46","0.18","","0.98","2.14","0.1","","1.35","0.49","","0.14","","","","","","","","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3","","238","82","1390","","49","71","73","81","17","","","","","35","185.1","20.8","100","4.5","","","","","","","","","","","","0.63","195","11.4","25.6","","13.44","3.17","0.876","3.2","0.6","","0.8","","","2.49","0.373","2","","","","","","","","","","5","","3.5","1","0.511516","","","0.71135","","","","","","","","","","","","","","","","","","","","","103227",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-129 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54.15","0.61","","14.66","","0.57","8.16","","10.97","6.61","0.17","","0.75","1.88","0.09","","0.74","0.25","","0.13","","","","","","","","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.6","","212","113","1310","","49","78","64","78","16.5","","","","","26.3","119.3","19.8","94","4.5","","","","","","","","","","","","4.96","180","10.6","24","","12.38","2.91","0.803","2.9","0.55","","0.77","","","2.41","0.354","1.9","","","","","","","","","","4.5","","3.4","0.82","0.511478","","","0.71233","","18.924","","15.643","","38.78","","","","","","","","","","","","","","","103228",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-138 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54.61","0.64","","14.86","","0.42","8.42","","10.91","6.66","0.17","","0.86","1.87","0.09","","0.43","0.23","","0.15","","","","","","","","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.2","","223","115","1330","","49","80","76","78","16.5","","","","","31.2","121","20.6","95","4","","","","","","","","","","","","1.01","190","11","23.9","","12.56","2.96","0.822","3","0.57","","0.83","","","2.37","0.366","1.9","","","","","","","","","","6","","3.4","1.1","0.511479","","","0.71264","","","","","","","","","","","","","","","","","","","","","103229",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-141 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54.41","0.63","","14.7","","1.2","7.71","","10.79","6.84","0.17","","0.83","1.95","0.09","","0.76","0.29","","0.21","","","","","","","","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4","","214","107","1290","","47","75","72","75","16.5","","","","","31.5","114.7","19.7","93","4","","","","","","","","","","","","1.27","310","11","24.1","","12.13","3.05","0.825","3.1","0.58","","0.8","","","2.37","0.359","1.9","","","","","","","","","","6","","3.3","1","0.511486","","","0.71296","","","","","","","","","","","","","","","","","","","","","103230",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-144 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54.08","0.63","","14.66","","0.97","7.92","","10.84","6.78","0.17","","0.84","2.11","0.09","","0.54","0.35","","0.18","","","","","","","","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.3","","220","115","1320","","48","79","62","76","15","","","","","32.8","111.1","20.1","91","4.5","","","","","","","","","","","","1.08","200","10.6","24.2","","12.55","2.96","0.817","3","0.55","","0.86","","","2.26","0.361","1.8","","","","","","","","","","6","","3.4","0.9","0.511518","","","0.71289","","","","","","","","","","","","","","","","","","","","","103231",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-149 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","53.79","0.63","","14.61","","0.65","8.15","","10.93","6.64","0.18","","0.83","1.76","0.09","","0.61","0.35","","0.19","","","","","","","","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.9","","223","117","1370","","51","79","65","79","16.5","","","","","34","131.9","20.9","94","4","","","","","","","","","","","","0.95","190","10.8","24","","12.71","3.02","0.831","3.2","0.55","","0.9","","","2.31","0.362","1.7","","","","","","","","","","5","","3.4","0.9","0.511507","","","0.71237","","","","","","","","","","","","","","","","","","","","","103232",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-152 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54.3","0.64","","14.62","","1.65","7.29","","10.92","6.6","0.17","","0.85","1.68","0.09","","0.78","0.32","","0.12","","","","","","","","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.7","","218","111","1310","","48","76","75","76","16.5","","","","","30","123.9","20.7","95","4.5","","","","","","","","","","","","1.34","250","10.8","24.7","","13.96","3.3","0.819","3.2","0.58","","0.83","","","2.33","0.361","1.9","","","","","","","","","","5","","3.6","1.2","0.511517","","","0.71288","","","","","","","","","","","","","","","","","","","","","103233",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-167B [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54.19","0.64","","14.67","","0.75","8.12","","10.92","6.62","0.17","","0.75","1.83","0.09","","0.45","0.29","","0.11","","","","","","","","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8","","221","114","1340","","48","78","70","77","16.5","","","","","32.4","114.6","19.8","93","4","","","","","","","","","","","","0.92","190","10.3","23","","12.63","2.97","0.783","2.9","0.56","","0.83","","","2.2","0.335","1.8","","","","","","","","","","5","","3.7","1","0.51152","","","0.71301","","","","","","","","","","","","","","","","","","","","","103234",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-169 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","53.7","0.62","","14.5","","1.8","7.01","","9.94","6.88","0.18","","1.01","2.01","0.09","","1.53","0.49","","0.29","","","","","","","","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.9","","226","117","1420","","50","79","72","77","15","","","","","38.8","136.9","19.6","90","4.5","","","","","","","","","","","","2.14","785","10.5","23.2","","12.23","2.89","0.792","3","0.53","","0.78","","","2.2","0.352","1.8","","","","","","","","","","5","","3.2","1","0.511446","","","0.71355","","","","","","","","","","","","","","","","","","","","","103235",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-170 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","53.91","0.62","","14.57","","1.72","7.17","","9.67","6.89","0.18","","1.18","2.2","0.09","","1.4","0.5","","0.15","","","","","","","","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4","","220","115","1400","","49","79","76","79","16.5","","","","","44.1","164.3","20","88","4.5","","","","","","","","","","","","2.62","1400","10.8","24.2","","12.44","2.93","0.814","3.1","0.55","","0.81","","","2.22","0.362","1.9","","","","","","","","","","6","","3.4","0.8","0.511463","","","0.71338","","","","","","","","","","","","","","","","","","","","","103236",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-196 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","53.99","0.64","","14.62","","1.71","7.1","","10.2","6.68","0.17","","0.93","2.1","0.09","","1.07","0.52","","0.1","","","","","","","","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.8","","220","110","1300","","49","78","74","81","16.5","","","","","35.4","153.5","20.7","95","4","","","","","","","","","","","","2.96","270","10.6","24.6","","12.47","2.96","0.833","3","0.55","","0.81","","","2.26","0.366","2","","","","","","","","","","6","","3.3","0.9","0.511486","","","0.71326","","","","","","","","","","","","","","","","","","","","","103237",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-203 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54.44","0.63","","14.7","","0.92","7.96","","10.83","6.63","0.18","","0.9","1.68","0.09","","0.45","0.41","","0.08","","","","","","","","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.3","","231","114","1380","","49","78","78","78","15.5","","","","","35","115.5","20.3","93","4","","","","","","","","","","","","0.74","220","10.8","24.4","","12.46","2.94","0.819","3","0.56","","0.78","","","2.34","0.359","1.9","","","","","","","","","","6","","3.5","1","0.511471","","","0.71331","","","","","","","","","","","","","","","","","","","","","103238",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-205 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","53.94","0.64","","14.86","","2.08","6.66","","10.27","6.13","0.17","","0.88","1.92","0.09","","1.08","1.1","","0.04","","","","","","","","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.2","","232","108","1240","","49","83","77","98","17","","","","","32.4","125","21.1","96","5","","","","","","","","","","","","0.98","215","10.6","24.5","","12.62","3","0.844","3.2","0.56","","0.94","","","2.43","0.384","1.9","","","","","","","","","","12","","3.5","1.1","0.511452","","","0.71318","","","","","","","","","","","","","","","","","","","","","103239",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-221 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","53.41","0.62","","14.69","","1.73","7.09","","9.58","6.76","0.18","","1.09","2.5","0.09","","2.11","0.56","","0.14","","","","","","","","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","225","116","1370","","51","79","72","79","16.5","","","","","42.1","199.2","19.8","94","4","","","","","","","","","","","","1.83","235","10.7","24.2","","12.28","2.17","0.823","3","0.59","","0.79","","","2.28","0.356","1.9","","","","","","","","","","4.95","","3.4","0.86","0.511504","","","0.71357","","18.9","","15.637","","38.743","","","","","","","","","","","","","","","103240",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-222 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","52.89","0.64","","14.68","","1.81","7.28","","10.16","6.49","0.18","","1.01","2.45","0.09","","2.24","0.73","","0.12","","","","","","","","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","","232","118","1360","","50","81","75","81","17","","","","","38.7","190.3","20.5","95","4","","","","","","","","","","","","1.18","255","11.1","25.9","","12.73","3","0.866","3.1","0.6","","0.9","","","2.38","0.372","2","","","","","","","","","","5","","3.8","0.8","0.511513","","","0.7143","","","","","","","","","","","","","","","","","","","","","103241",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-301 [2064]","DOLERITE [2064]","","","","JURASSIC [2064]","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","54.08","0.63","","14.64","","2.44","6.55","","10.26","6.48","0.17","","0.86","1.76","0.09","","1.2","0.85","","0.25","","","","","","","","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.3","","227","107","1320","","49","76","75","77","16.5","","","","","31.5","153.3","20.2","97","4.5","","","","","","","","","","","","1.01","230","11.1","25","","12.73","2.99","0.848","3.1","0.57","","0.79","","","2.48","0.366","1.9","","","","","","","","","","6","","3.6","1.6","0.511482","","","0.71088","","","","","","","","","","","","","","","","","","","","","103242",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-168 [2064]","DOLERITE [2064]","","","","","","","","VERY FINE-GRAINED [2064] ","VOL","","","","","WR [2064] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.8","146.5","","","","","","","","","","","","","","","","","","","","12.82","3.05","","","","","","","","","","","","","","","","","","","","","","","","0.511503","","","0.71288","","","","","","","","","","","","","","","","","","","","","103243",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-105 [2064]","NOT GIVEN [2064]","","","","MESOZOIC [2064]","","","","","SED","","","","","WR [2064] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.1","97.1","","","","","","","","","","","","","","","","","","","","15.42","2.7","","","","","","","","","","","","","","","","","","","","","","","","0.51129","","","0.71805","","","","","","","","","","","","","","","","","","","","","103244",
"[2064]","CONTINENTAL FLOOD BASALT","AUSTRALIA / TASMANIA","","-41","-43","145","148","SAE","","","s_84-139 [2064]","NOT GIVEN [2064]","","","","MESOZOIC [2064]","","","","","SED","","","","","WR [2064] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.8","334.8","","","","","","","","","","","","","","","","","","","","22.76","4.94","","","","","","","","","","","","","","","","","","","","","","","","0.511615","","","0.70992","","","","","","","","","","","","","","","","","","","","","103245",
